"trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","Inc_Ms"
"mung1617/01","2017","Hermitage","Jade","RCB",6.46666666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-9",0,"stdev",0.466422297916026,NA,0.0186257869010656,0.181026780824055,"stdev",NA,NA,NA,NA,NA,177.166666666667,25.5016339345802,206.333333333333,27.5378527364305,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-9",0,"stdev",0.520832202623247,NA,0.0186257869010656,0.198419378019876,"stdev",NA,NA,NA,NA,NA,144.666666666667,24.0017360483223,171.666666666667,24.3789526709687,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",30.1333333333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.344427774324981,NA,0.0186257869010656,0.275934271761213,"stdev",NA,NA,NA,NA,NA,137.833333333333,35.557465226494,162.666666666667,34.0783411176855,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.63333333333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.712453110826598,NA,0.0186257869010656,0.161543437175499,"stdev",NA,NA,NA,NA,NA,133.333333333333,31.5013227235514,155.666666666667,30.8922859842604,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.73333333333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.565126542174003,NA,0.0186257869010656,0.247446582386011,"stdev",NA,NA,NA,NA,NA,169.166666666667,36.0982455714032,192.333333333333,35.85154575933,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.63333333333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.659039783769696,NA,0.0186257869010656,0.236002570842745,"stdev",NA,NA,NA,NA,NA,120.666666666667,24.0069434400411,143.666666666667,23.5017729827631,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,5.33333333333333,"1-9",2.88675134594813,"stdev",0.544818854629059,NA,0.0186257869010656,0.084504389877326,"stdev",NA,NA,NA,NA,NA,99.5,46.8001068374849,116.333333333333,56.1278302924078,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.419856834929368,NA,0.0186257869010656,0.236503899497168,"stdev",NA,NA,NA,NA,NA,113,33.8193731461717,136,34.0440890610984,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",29.2,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.341525552990342,NA,0.0186257869010656,0.256065300242916,"stdev",NA,NA,NA,NA,NA,173,66.0056815736342,196.333333333333,66.7258071014007,32673.3814814815
"mung1617/01","2017","Hermitage","Jade","RCB",6.66666666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-9",0,"stdev",0.563830896598808,NA,0.0186257869010656,0.12902749276668,"stdev",NA,NA,NA,NA,NA,140.5,26.5141471671257,164,27.5136329843952,32673.3814814815
