"start_day","end_day","lm_pval","lm_rsquared","lm_adj_rsquared"
25,35,0.682065392517204,0.0158361702381792,-0.0736332688310772
26,35,0.674970038725216,0.0165878868864402,-0.0728132143057014
27,35,0.669791453336435,0.0171492344090077,-0.0722008351901735
28,35,0.594641464979987,0.0265743049474859,-0.0619189400572879
29,35,0.594667228499592,0.0265706396829503,-0.0619229385276905
30,35,0.59227775665262,0.0269119217763779,-0.0615506307894058
31,35,0.579992846288369,0.0287098992633777,-0.0595892008035879
32,35,0.365419215752922,0.0749481974696324,-0.0091474209422191
33,35,0.291793475485511,0.100285170086451,0.0184929128215828
34,35,0.0583056053398766,0.288643230278122,0.223974433030679
35,35,0.440032531163303,0.0551263298993349,-0.0307712764734529
36,35,0.375252132344412,0.0720427367432104,-0.0123170144619522
37,35,0.208064206401589,0.139875361171404,0.0616822121869866
38,35,0.187337786450736,0.1523356541524,0.0752752590753449
39,35,0.233820629751563,0.126085876925988,0.0466391384647138
40,35,0.287575033199036,0.101960764725368,0.0203208342458562
41,35,0.274274292068283,0.107432860532493,0.0262903933081741
42,35,0.286202070600858,0.102512184731769,0.0209223833437477
43,35,0.271832028016824,0.108470166365001,0.0274219996709104
44,35,0.302795835090982,0.0960429766250625,0.0138650654091592
45,35,0.225636145929644,0.130285590688588,0.0512206443875501
25,36,0.560689387415024,0.0316859539481215,-0.0563425956929584
26,36,0.533539154866022,0.0362002524012618,-0.0514179064713507
27,36,0.530981360439603,0.0366462314049516,-0.0509313839218708
28,36,0.49014885060544,0.0442827089992915,-0.0426006810916819
29,36,0.490016872168499,0.0443090407357824,-0.0425719555609645
30,36,0.48870271927457,0.0445718405024589,-0.0422852649064083
31,36,0.480081803991888,0.0463234355420813,-0.040374433954093
32,36,0.366648874293647,0.0745794377716523,-0.00954970424910639
33,36,0.345910200007946,0.0810158333913833,-0.00252818175485459
34,36,0.321932242775614,0.0890767048232039,0.00626549617076799
35,36,0.375252132344412,0.0720427367432104,-0.0123170144619522
36,36,0.382398833679865,0.0699916436189211,-0.0145545705975405
37,36,0.210975762901916,0.138228853440863,0.0598860219354869
38,36,0.189915018355239,0.150711004004035,0.0735029134589472
39,36,0.237233603343411,0.124380883277117,0.0447791453932183
40,36,0.291878073270159,0.10025185172882,0.018456565522349
41,36,0.278511240710098,0.105657703729279,0.0243538586137592
42,36,0.290643679163438,0.100739112983878,0.0189881232551402
43,36,0.276144718064693,0.10664542516966,0.025431372912357
44,36,0.308075045505544,0.0940705357038332,0.011713311676909
45,36,0.22829981210867,0.128901169700858,0.0497103669463903
25,37,0.431948189176453,0.0570454540292305,-0.0286776865135665
26,37,0.410677619936384,0.0623436731688055,-0.0228978110885758
27,37,0.408701489566656,0.0628549850279398,-0.0223400163331564
28,37,0.375110708675158,0.0720838324981872,-0.0122721827292502
29,37,0.374903981175754,0.0721439404743627,-0.0122066103916041
30,37,0.37382783908757,0.0724575278439487,-0.0118645150793286
31,37,0.365198895772095,0.075014434916289,-0.00907516190950286
32,37,0.275390920644221,0.106962044218223,0.0257767755107893
33,37,0.22899137150914,0.12854455100636,0.0493213283705742
34,37,0.177198716944808,0.158956100970722,0.082497564695333
35,37,0.208064206401589,0.139875361171404,0.0616822121869866
36,37,0.210975762901916,0.138228853440863,0.0598860219354869
37,37,0.0682949622869217,0.270778283685198,0.204485400383853
38,37,0.0338983860096835,0.347766853581348,0.288472931179652
39,37,0.0980805906018253,0.228992346971475,0.1589007421507
40,37,0.31397707700997,0.0919117601533038,0.00935828380360426
41,37,0.309180670482115,0.0936624529220993,0.011268130460472
42,37,0.345693256295193,0.0810856830346014,-0.00245198214407116
43,37,0.302942847032828,0.0959875079019783,0.0138045540748855
44,37,0.444927784565256,0.0539884776341165,-0.0320125698536911
45,37,0.401558284148114,0.0647314485755368,-0.0202929651903234
25,38,0.407229384416391,0.063238063717714,-0.0219221123079483
26,38,0.387515986830718,0.0685533462886562,-0.0161236222305567
27,38,0.385526522720934,0.0691095723658275,-0.01551683014637
28,38,0.35404657206466,0.0784346051447574,-0.00534406711480995
29,38,0.35383187953743,0.0785017662253652,-0.0052708004814197
30,38,0.352830100835087,0.0788158194809693,-0.00492819692985158
31,38,0.34439735004493,0.0815040547932141,-0.001995576589221
32,38,0.260391079367147,0.113472111117329,0.0328786666734495
33,38,0.212304644627217,0.137485246346023,0.059074814195662
34,38,0.15991675893243,0.171174412125814,0.0958266314099792
35,38,0.187337786450736,0.1523356541524,0.0752752590753449
36,38,0.189915018355239,0.150711004004035,0.0735029134589472
37,38,0.0338983860096835,0.347766853581348,0.288472931179652
38,38,0.251154940545679,0.117690883857752,0.0374809642084564
39,38,0.994673367138539,4.23986447149058e-06,-0.0909044656023947
40,38,0.552951531358322,0.0329324611531579,-0.0549827696511005
41,38,0.703547406735177,0.0136804914433177,-0.0759849184254715
42,38,0.629381037616226,0.0219105199458998,-0.0670067055135637
43,38,0.720695680707278,0.0120860788995261,-0.0777242775641533
44,38,0.641951233270907,0.0203555109474166,-0.0687030789664544
45,38,0.815713784715744,0.00515384153604965,-0.0852867183243093
25,39,0.440555142651043,0.0550039924574281,-0.0309047355009875
26,39,0.419767283473505,0.0600342456860873,-0.0254171865242683
27,39,0.417665394495136,0.0605621504700977,-0.0248412903962569
28,39,0.384961833613005,0.06926813495736,-0.015343852773789
29,39,0.384767936283326,0.0693226505911042,-0.0152843811733407
30,39,0.38371895478904,0.0696182013426932,-0.0149619621716073
31,39,0.375266421240167,0.0720385856956502,-0.0123215428774723
