"trial","trial_ref","year","location","row_spacing","n","first_sign_disease","fungicide_ai","fungicide_application_1","fungicide_application_2","fungicide_application_3","total_fungicide","grain_yield.t.ha","yield_error","yield_gain","prop_yield_gain","PM_final_severity","PM_final_severity_error","Y_Msquare","AUDPC_m","AUDPC_se"
"mung1718/01_2018_Wellcamp_Jade_0.25","mung1718/01",2018,"Wellcamp",0.25,3,2018-03-21,"control",NA,NA,NA,NA,1.573120296,0.00481119400079844,NA,NA,9,0,0.185437939,194.333333333333,194.333333333333
"mung1718/01_2018_Wellcamp_Jade_0.5","mung1718/01",2018,"Wellcamp",0.5,3,2018-03-21,"tebuconazole",2018-03-28,2018-04-16,NA,2,1.216950267,0.719493138774783,-0.0532368649999999,-0.0419126155971795,7.333333333,0.577350269,0.185437939,189.5,189.5
"mung1718/01_2018_Wellcamp_Jade_0.5","mung1718/01",2018,"Wellcamp",0.5,3,2018-03-21,"propiconazole",2018-03-28,2018-04-16,NA,2,1.690297844,0.0396114577423231,0.420110712,0.330747101286175,7,1.732050808,0.185437939,161.5,161.5
"mung1718/01_2018_Wellcamp_Jade_0.5","mung1718/01",2018,"Wellcamp",0.5,3,2018-03-21,"control",NA,NA,NA,NA,1.451297057,0.0485757011282837,NA,NA,8.666666667,0.577350269,0.185437939,220.333333333333,220.333333333333
"mung1718/01_2018_Wellcamp_Jade_1","mung1718/01",2018,"Wellcamp",1,3,2018-03-21,"tebuconazole",2018-03-28,2018-04-16,NA,2,1.234357791,0.00410812620965155,0.159907321,0.148827075295523,6.666666667,0.577350269,0.185437939,170.333333333333,170.333333333333
"mung1718/01_2018_Wellcamp_Jade_1","mung1718/01",2018,"Wellcamp",1,3,2018-03-21,"propiconazole",2018-03-28,2018-04-16,NA,2,1.173093405,0.00545243051633063,0.098642935,0.0918078010613183,5.666666667,0.577350269,0.185437939,150.666666666667,150.666666666667
"mung1718/01_2018_Wellcamp_Jade_1","mung1718/01",2018,"Wellcamp",1,3,2018-03-21,"control",NA,NA,NA,NA,1.056135197,0.00157892466241922,NA,NA,8,0,0.185437939,205,205
"mung1819/01_2019_Hermitage_Jade_0.25","mung1819/01",2019,"Hermitage",0.25,6,2018-04-12,"tebuconazole",2018-04-15,NA,NA,1,0.543163586,0.0238327447277878,-0.044001714,-0.0749392275054401,5,1.095445115,0.002005682,28,28
"mung1819/01_2019_Hermitage_Jade_0.25","mung1819/01",2019,"Hermitage",0.25,6,2018-04-12,"tebuconazole",2018-04-15,2018-04-29,NA,2,0.563552428,0.0189410799265472,-0.023612872,-0.040215033143137,5,0.894427191,0.002005682,28,28
"mung1819/01_2019_Hermitage_Jade_0.25","mung1819/01",2019,"Hermitage",0.25,6,2018-04-12,"tebuconazole",2018-04-23,NA,NA,1,0.571263691,0.009574840511041,-0.015901609,-0.0270819971820543,7.166666667,1.169045194,0.002005682,42.6666666666667,42.6666666666667
"mung1819/01_2019_Hermitage_Jade_0.25","mung1819/01",2019,"Hermitage",0.25,6,2018-04-12,"control",NA,NA,NA,0,0.5871653,0.0168838105590475,NA,NA,7.5,0.547722558,0.002005682,41,41
"mung1819/02_2019_Hermitage_Jade_0.25","mung1819/02",2019,"Hermitage",0.25,5,2018-04-12,"tebuconazole",2018-04-15,NA,NA,1,0.296209259,0.0022788866646346,0.00676627600000002,0.0233768873229171,5.6,1.516575089,0.00120855,49.8,49.8
"mung1819/02_2019_Hermitage_Jade_0.25","mung1819/02",2019,"Hermitage",0.25,5,2018-04-12,"tebuconazole",2018-04-15,2018-04-29,NA,2,0.311682998,0.00522409974330836,0.022240015,0.0768372919926686,4.6,0.547722558,0.00120855,47.8,47.8
"mung1819/02_2019_Hermitage_Jade_0.25","mung1819/02",2019,"Hermitage",0.25,6,2018-04-12,"tebuconazole",2018-04-23,NA,NA,1,0.275859288,0.000757063448625796,-0.013583695,-0.0469304692040159,7.333333333,0.516397779,0.00120855,83,83
"mung1819/02_2019_Hermitage_Jade_0.25","mung1819/02",2019,"Hermitage",0.25,6,2018-04-12,"control",NA,NA,NA,0,0.289442983,0.00510418398011918,NA,NA,7.833333333,0.40824829,0.00120855,78.3333333333333,78.3333333333333
