"start_day","end_day","lm_pval","lm_rsquared","lm_adj_rsquared"
10,60,0.922750236729759,0.000894128358090662,-0.0899336781548101
11,60,0.0123325903540075,0.448085516796588,0.397911472869005
12,60,0.0117270657778946,0.452730395680426,0.402978613469556
13,60,0.011818138766715,0.452018834238749,0.402202364624089
14,60,0.00698667136609179,0.498595171352724,0.453012914202972
15,60,0.0185662815212271,0.409106278110683,0.355388667029836
16,60,0.0183936129430721,0.410021117237369,0.356386673349857
17,60,0.0152993328633553,0.427821137433553,0.37580487720024
18,60,0.0140321353583895,0.436022269045136,0.384751566231057
19,60,0.0145568929408849,0.432551711455737,0.380965503406258
20,60,0.0146073192346054,0.432223909622142,0.380607901405974
21,60,0.0176875312068949,0.413841201114953,0.360554037579948
22,60,0.0207716635725131,0.398026958750139,0.343302136818334
23,60,0.021432029447258,0.394908252023805,0.339899911298696
24,60,0.0217923928524746,0.393241420544213,0.338081549684596
25,60,0.0501262476631955,0.305467082243035,0.242327726083311
26,60,0.0491283151939976,0.307685901862695,0.244748256577485
27,60,0.0493250109349013,0.307245390063528,0.244267698251122
28,60,0.0465680880616931,0.313568459614192,0.251165592306392
29,60,0.0465785657325453,0.313543802047395,0.251138693142613
30,60,0.0464809432770275,0.313773733527815,0.251389527484889
10,61,0.0131422700798482,0.442171344721131,0.391459648786688
11,61,0.013757129197982,0.437885896500738,0.386784614364441
12,61,0.0131587094148132,0.442054544673878,0.391332230553321
13,61,0.0132570934581593,0.441358143991128,0.390572520717594
14,61,0.00808727197189344,0.485991473341275,0.439263425463209
15,61,0.0201324723305464,0.401128768551158,0.346685929328536
16,61,0.0199395259224678,0.402081874157824,0.347725680899445
17,61,0.016696880288894,0.419429499875877,0.366650363500957
18,61,0.0153503248604797,0.427503547004278,0.375458414913758
19,61,0.0159417357777566,0.423885051947467,0.371510965760873
20,61,0.0160444310016692,0.423268556624131,0.370838425408142
21,61,0.0194733636848953,0.404418030795682,0.350274215413472
22,61,0.022629739848522,0.389459016392693,0.33395529061021
23,61,0.0232807876300309,0.386601416396771,0.330837908796478
24,61,0.0235797200347838,0.385312584115805,0.329431909944514
25,61,0.0524057159933797,0.300543854391068,0.236956932062983
26,61,0.0512963721945297,0.302915298244582,0.239543961721362
27,61,0.0514829079293208,0.302513340463184,0.239105462323474
28,61,0.0487171750398451,0.308611798838184,0.245758326005291
29,61,0.0487293023839293,0.308584387818142,0.245728423074337
30,61,0.0486302421246223,0.308808469348139,0.245972875652515
10,62,0.00575741920002915,0.514848951723344,0.470744310970921
11,62,0.00610217141155157,0.510014152658308,0.465469984718154
12,62,0.00571061989045095,0.515524078467049,0.471480812873144
13,62,0.00576180468223031,0.514785925525993,0.470675555119265
14,62,0.00304248931418803,0.565130941318586,0.525597390529366
15,62,0.00935094397502767,0.473210166990177,0.425320182171102
16,62,0.00928522324606705,0.473837385309384,0.42600442033751
17,62,0.00749157179218207,0.492617825530256,0.446492173305734
18,62,0.00673798075484238,0.501675544410488,0.456373321175077
19,62,0.00697382845798253,0.498751947222219,0.453183942424239
20,62,0.00708153610244665,0.497444669180532,0.451757820924217
21,62,0.00874160996393315,0.479176071811797,0.431828441976506
22,62,0.0104181659787521,0.463518416252423,0.414747363184462
23,62,0.010889086518886,0.459509894808446,0.410374430700123
24,62,0.0110090039986864,0.458512891067603,0.409286790255567
25,62,0.023540622820253,0.385480337908136,0.329614914081603
26,62,0.0231679477287257,0.387091670134798,0.331372731056143
27,62,0.0233200858832693,0.386431163734467,0.330652178619418
28,62,0.0220785796456512,0.391934673500897,0.336656007455524
29,62,0.0220829397813923,0.391914879028125,0.336634413485228
30,62,0.0220380445983237,0.392118860467139,0.336856938691425
10,63,0.00161719175679489,0.610209105988657,0.574773570169444
11,63,0.00175426872396888,0.604659150601045,0.568719073382958
12,63,0.00158678793282706,0.61149327436398,0.576174481124342
13,63,0.00160547726842862,0.61070147677098,0.575310701931979
14,63,0.00066158575473315,0.666554084980319,0.636240819978529
15,63,0.00301399725705652,0.565835885363338,0.526366420396369
16,63,0.00300286589902541,0.566112820186401,0.526668531112438
17,63,0.00228523852536945,0.586110917119922,0.548484636858097
18,63,0.00198905215735634,0.595946520417602,0.559214385910111
19,63,0.00211572136018562,0.591599101854119,0.554471747477221
20,63,0.00218180792215859,0.589417062134846,0.552091340510741
21,63,0.00271163063463167,0.573684912503787,0.534928995458676
22,63,0.0033906324020037,0.556937965303949,0.516659598513399
23,63,0.00364075374166298,0.551479238177199,0.510704623466035
24,63,0.00369535117301148,0.550329934722175,0.509450837878737
25,63,0.00721260388911848,0.495876480576135,0.45004706971942
26,63,0.00715762078893321,0.496531361904875,0.45076148571441
27,63,0.00724238238877181,0.495523571930074,0.449662078469172
28,63,0.00684144597156027,0.500382436418954,0.454962657911586
29,63,0.00684431527981209,0.50034681332365,0.454923796353073
30,63,0.00683005762734406,0.50052395058059,0.455117036997008
10,64,0.00167525124407134,0.607812036566964,0.572158585345779
11,64,0.00181616478716119,0.602271548115732,0.566114416126253
12,64,0.00164534809239873,0.609037780609146,0.573495760664523
13,64,0.0016645309325072,0.608249343030577,0.572635646942447
14,64,0.00069310360909598,0.663821019571279,0.633259294077759
15,64,0.00309440548767182,0.563860616468875,0.524211581602409
16,64,0.00308269918272118,0.564145478996208,0.524522340723136
17,64,0.00235018515857405,0.584098617278736,0.546289400667712
18,64,0.00204712562656345,0.593925372815277,0.557009497616666
19,64,0.00217643994380925,0.589592215150775,0.552282416528118
20,64,0.00224464885601071,0.587393074855993,0.549883354388357
21,64,0.00279110149457554,0.571553269573602,0.532603566807566
22,64,0.00347982590378442,0.554953558836453,0.514494791457949
23,64,0.00373104345271575,0.549586315841691,0.508639617281845
24,64,0.00378262546446124,0.548522185047062,0.507478747324067
25,64,0.00736333510238167,0.494102717860755,0.448112055848096
26,64,0.00730503796807911,0.494785046034227,0.44885641385552
27,64,0.00739017685991823,0.493790097779597,0.447771015759561
28,64,0.00698356109598823,0.498633116522843,0.45305430893401
29,64,0.00698654017238161,0.49859677162053,0.453014659949669
30,64,0.00697207537927206,0.498773366432263,0.453207308835196
10,65,0.00165783322643197,0.608523757482797,0.572935008163051
11,65,0.00179680210052424,0.603011020526807,0.566921113301972
12,65,0.00162465966958528,0.6098967802131,0.574432851141564
13,65,0.00164342566986607,0.609117218474073,0.573582420153534
14,65,0.000681893763070146,0.664780982927816,0.634306526830345
15,65,0.00302969582797358,0.565446784087118,0.525941946276856
16,65,0.00301863584142324,0.565720737141682,0.526240804154563
17,65,0.0022958560131118,0.585778687560715,0.548122204611689
18,65,0.00199690900023576,0.595670202722407,0.558912948424444
19,65,0.00212411832598202,0.591318704386954,0.554165859331223
20,65,0.00219140207469684,0.589104911717085,0.551750812782275
21,65,0.00272777794216895,0.573247577935871,0.534451903202769
22,65,0.00339967223008428,0.556734853091021,0.516438021553841
23,65,0.00364460110296186,0.551397774687476,0.510615754204519
24,65,0.00369150672875509,0.550410391641982,0.50953860906398
25,65,0.00720612653165507,0.49595340862393,0.450130991226106
26,65,0.0071514877144289,0.496604675489746,0.450841464170633
27,65,0.00723434146351488,0.49561874408055,0.449765902633328
28,65,0.00683481992647931,0.500464748783693,0.455052453218574
29,65,0.00683777449886404,0.500428037089715,0.455012404097871
30,65,0.00682360647708417,0.500604203058046,0.455204585154232
10,66,0.00166553889549839,0.608208125506745,0.572590682370995
11,66,0.00180567649532707,0.602671276923797,0.566550483916869
12,66,0.00163419838632703,0.609499593285952,0.573999556311948
13,66,0.00165311387948241,0.608717674261779,0.573146553740122
14,66,0.000687737337959879,0.664278936614531,0.633758839943125
15,66,0.00303968303142387,0.565200126309847,0.525672865065288
16,66,0.00302743160878524,0.565502799578339,0.526003054085461
17,66,0.00230424575553069,0.585517077644074,0.547836811975353
18,66,0.00200484742947498,0.59539194075947,0.558609389919422
19,66,0.00213575420149429,0.590931685311802,0.553743656703784
20,66,0.00220459512708974,0.5886775382576,0.55128458719011
21,66,0.0027391316088767,0.57294137697468,0.53411786579056
22,66,0.00341535168609903,0.556383635146492,0.516054874705264
23,66,0.00366511573127138,0.550964621731661,0.510143223707267
24,66,0.00371380553933653,0.549944700355177,0.509030582205648
25,66,0.00724361856805265,0.495508948522181,0.449646125660561
26,66,0.00717882691516967,0.496278279088654,0.45048539536944
27,66,0.0072627667532702,0.495282705391561,0.449399314972612
28,66,0.00686351275015331,0.500108798564817,0.454664143888892
29,66,0.00686634586904276,0.500073720825031,0.454625877263671
30,66,0.00685202576298401,0.500251148827549,0.454819435084599
10,67,0.00138631503159678,0.6205183147685,0.586019979747454
11,67,0.00149712581656712,0.615404219483773,0.580440966709571
12,67,0.00131521368433298,0.623983015514246,0.589799653288268
13,67,0.00132836239360668,0.62333067057069,0.589088004258934
14,67,0.000523265967897294,0.680009518105415,0.650919474296816
15,67,0.00216267922114428,0.590042879573043,0.552774050443319
16,67,0.00215809847141021,0.590193433608252,0.552938291209002
17,67,0.001583080482473,0.61165127310873,0.576346843391342
18,67,0.00134705962380532,0.622412289870187,0.588086134403841
