"start_day","end_day","lm_pval","lm_rsquared","lm_adj_rsquared"
-10,30,0.97127624094875,0.000123334380497514,-0.0907745443121846
-9,30,0.383453350052347,0.0696932024945544,-0.0148801427332133
-8,30,0.137595811756281,0.189055938532048,0.11533375112587
-7,30,0.0577564861186822,0.289703848239104,0.225131470806295
-6,30,0.032963269726821,0.350720011814614,0.291694558343215
-5,30,0.0423441793824062,0.323936554781594,0.262476241579921
-4,30,0.040702723169015,0.32821582876081,0.267144540466338
-3,30,0.0323092548662371,0.352829605292905,0.293995933046806
-2,30,0.0311776734053287,0.356570045210756,0.298076412957189
-1,30,0.0311006257609145,0.356829044551645,0.298358957692704
0,30,0.0321631712400172,0.35330594440837,0.294515575718222
1,30,0.0328765041389302,0.350997751591728,0.291997547190976
2,30,0.0377888096043209,0.336204649322142,0.275859617442337
3,30,0.0490933131161196,0.307764456600241,0.244833952654809
4,30,0.0610582757785542,0.283458883381226,0.218318781870429
5,30,0.0688727876119991,0.269819291144096,0.203439226702651
6,30,0.055348965035638,0.294464113791641,0.230324487772699
7,30,0.0537376484697076,0.297755458706707,0.233915045861862
8,30,0.0478343712082326,0.310623761355794,0.24795319420632
9,30,0.0462258600965272,0.314376576583002,0.252047174454184
-10,31,0.593514843276103,0.026734892784605,-0.0617437533258853
-9,31,0.43594713164136,0.0560898549757328,-0.0297201582082915
-8,31,0.165159647587008,0.167333262913239,0.0916362868144424
-7,31,0.0731382923711781,0.262959196735918,0.195955487348274
-6,31,0.0443454440414787,0.318914539087223,0.256997679004244
-5,31,0.0567640686784726,0.291644005813159,0.227248006341629
-4,31,0.0548779425129032,0.295417223628066,0.231364243957891
-3,31,0.0448900265205143,0.317582924095672,0.25554500810437
-2,31,0.0435683877120745,0.32084005798221,0.259098245071502
-1,31,0.0434773360793309,0.321067679170866,0.25934655909549
0,31,0.0457342374194571,0.315546865077081,0.253323852811362
1,31,0.0466779266318883,0.313310217609699,0.250883873756036
2,31,0.0534040450774305,0.298447973097056,0.23467051610588
3,31,0.0680212420560192,0.271235152251682,0.20498380245638
4,31,0.0844015064857711,0.246470874046118,0.177968226232129
5,31,0.0946098124050642,0.23320087241538,0.163491860816778
6,31,0.0784151328294086,0.254962992431329,0.187232355379632
7,31,0.0764132888877982,0.257936542523726,0.190476228207701
8,31,0.0704559961770615,0.267228857837209,0.200613299458773
9,31,0.0698442688081664,0.268223396559164,0.201698250791815
-10,32,0.459920546840351,0.0506133454840038,-0.0356945321992685
-9,32,0.322961484098797,0.0887159981269379,0.0058719979566596
-8,32,0.109556267802053,0.216010344426051,0.144738557555692
-7,32,0.046861461151846,0.312879917689412,0.250414455661177
-6,32,0.0301762048369621,0.359981304868415,0.30179778712918
-5,32,0.0406184203169408,0.328439720579851,0.26738878608711
-4,32,0.0398330841313237,0.330545475395839,0.269685973159097
-3,32,0.0332286435349456,0.349874518957014,0.29077220249856
-2,32,0.0323835696894078,0.352588011732115,0.293732376435034
-1,32,0.0323256016136547,0.352776420954828,0.293937913768904
0,32,0.0339751904448561,0.34752750294204,0.288211821391316
1,32,0.0347133759745235,0.345251063710955,0.285728433139224
2,32,0.0363332069510644,0.340401861540973,0.280438394408334
3,32,0.0473908995294027,0.311647024798702,0.249069481598584
4,32,0.0505262945286183,0.304588713093708,0.241369505193136
5,32,0.0536578518130966,0.29792075289948,0.234095366799433
6,32,0.0414494157192702,0.326250541362668,0.265000590577456
7,32,0.040046371571663,0.329969959765818,0.269058137926347
8,32,0.0353086309304382,0.343446298316143,0.283759598163065
9,32,0.0339108966195152,0.347727833381359,0.288430363688756
-10,33,0.388393169562412,0.0683092839657749,-0.0163898720373363
-9,33,0.268428464537989,0.10993331001126,0.0290181563759202
-8,33,0.0905274965374388,0.238339683631552,0.169097836688966
-7,33,0.0395547362827711,0.331300670150064,0.270509821981888
-6,33,0.0263714913676378,0.3739186114955,0.317002121631455
-5,33,0.0358073696403245,0.34195472857542,0.282132431173186
-4,33,0.0352618556144124,0.343587141096883,0.283913244832963
-3,33,0.0298998207400134,0.360940239720633,0.302843897877055
-2,33,0.0292369685120293,0.363272146196974,0.305387795851244
-1,33,0.0291907906894338,0.363436321807872,0.305566896517678
0,33,0.0311792929176812,0.356564607182057,0.298070480562244
1,33,0.0318389453723033,0.354369995747694,0.295676358997485
2,33,0.0314523602167439,0.355651227964973,0.29707406687088
3,33,0.041022619555005,0.327369975875089,0.266221791863733
4,33,0.0386299203897076,0.333844117704714,0.273284492041506
5,33,0.0390428213976114,0.33270195250278,0.272038493639396
6,33,0.0295037324350858,0.362328151068632,0.304357982983962
7,33,0.0284204865959523,0.366209114359849,0.308591761119836
8,33,0.0249890824500668,0.37942163298023,0.323005417796614
9,33,0.0241401302277393,0.382934300522803,0.326837418752149
-10,34,0.373161235041699,0.0726523574208427,-0.011651973722717
-9,34,0.257142404971807,0.114936960746028,0.0344766844502119
-8,34,0.086541144255652,0.243570364436056,0.174804033930243
-7,34,0.0380136052423687,0.33556925199559,0.275166456722462
-6,34,0.0254457801082714,0.377574847203755,0.320990742404097
-5,34,0.0345705163268899,0.345688264324679,0.286205379263286
-4,34,0.034058179868637,0.347269413259593,0.287930269010465
-3,34,0.0289410777828829,0.364328090015816,0.306539734562709
-2,34,0.028305323708035,0.366629301642101,0.309050147245928
-1,34,0.0282613994280138,0.36678995997663,0.309225410883597
0,34,0.0299782255949165,0.360667420378268,0.302546276776293
1,34,0.0306124859592339,0.358483176557629,0.300163465335595
2,34,0.0302507495061492,0.359723987248052,0.301517076997875
3,34,0.0394524511419457,0.33157936804851,0.27081385605292
4,34,0.0371646810834192,0.337986487507147,0.277803440916888
5,34,0.0376014110805355,0.336736904298041,0.276440259234227
6,34,0.0284925472265165,0.365946949692838,0.308305763301278
7,34,0.0274602588616963,0.369759282348099,0.312464671652471
8,34,0.0243553400027057,0.382033764106455,0.32585501538886
9,34,0.0233723874727489,0.386204963650874,0.330405414891862
-10,35,0.369156459782046,0.0738322871339693,-0.0103647776720333
-9,35,0.253833869936104,0.116449904365766,0.036127168399018
-8,35,0.0848428416632177,0.245867061438104,0.177309521568841
-7,35,0.037236112640441,0.337781219889825,0.277579512607082
-6,35,0.0249919283725685,0.379410033777417,0.322992764120819
-5,35,0.034011737707677,0.347413775807704,0.288087755426586
-4,35,0.0335326503999816,0.348913219381895,0.289723512052977
-3,35,0.0285014618814597,0.365914557574866,0.308270426445309
-2,35,0.0278777030748393,0.368202753463448,0.310766640141943
-1,35,0.0278345998536941,0.368362524525093,0.310940935845556
0,35,0.0295347548216032,0.362218858945815,0.304238755213617
1,35,0.0301605544424731,0.360035398688342,0.3018567985691
2,35,0.0297688170265834,0.361397487530573,0.303342713669717
3,35,0.0388417070377215,0.333256930047001,0.272643923687637
4,35,0.0365318855206393,0.339820303942717,0.279803967937509
5,35,0.0369220226183753,0.338686413780321,0.278566996851259
6,35,0.0279543761296872,0.367919082740333,0.310457181171272
7,35,0.0269447497258962,0.371710305019058,0.31459306002079
8,35,0.023875857803772,0.384049762771791,0.328054286660135
9,35,0.0229140829799238,0.388202279109525,0.332584304483118
-10,36,0.28958734668455,0.101157974244973,0.0194450628126976
-9,36,0.201699560701712,0.143559849266636,0.065701653745421
-8,36,0.0786899713664973,0.254560213837216,0.18679296054969
-7,36,0.0393029923422414,0.331987755127026,0.271259369229483
-6,36,0.0274881614841232,0.369654597722423,0.312350470242643
-5,36,0.0360402979552383,0.34126439120303,0.281379335857851
